url,name,author,category
http://ecx.images-amazon.com/images/I/51ZlinVOoVL.jpg,Coaching the Complete Triple Gun Offense,Tony Demeo,Sports & Outdoors
http://ecx.images-amazon.com/images/I/515JJGFGRJL.jpg,"Supply Chain Management: Strategy, Planning and Operations",Sunil Chopra,Business & Money
http://ecx.images-amazon.com/images/I/515fhWsXMTL.jpg,America : A Patriotic Primer,Lynne Cheney,Children's Books
http://ecx.images-amazon.com/images/I/61yehdo5pSL.jpg,Black Earth: The Holocaust as History and Warning,Timothy Snyder,History
http://ecx.images-amazon.com/images/I/61QqmtDBSVL.jpg,Agricola Cookbook,Josh Thomsen,"Cookbooks, Food & Wine"
http://ecx.images-amazon.com/images/I/41QG1XFvU%2BL.jpg,"A Philosophical Retrospective: Facts, Values, and Jewish Identity (Columbia Themes in Philosophy)",Alan Montefiore,Politics & Social Sciences
http://ecx.images-amazon.com/images/I/51JcyBoDSiL.jpg,Kokology: The Game of Self-Discovery,Tadahiko Nagao,Humor & Entertainment
http://ecx.images-amazon.com/images/I/61gy9RISjNL.jpg,Growing Hawaii's Native Plants: A Simple Step-by-Step Approach for Every Species,Kerin L. Lilleeng-Rosenberger,"Crafts, Hobbies & Home"
http://ecx.images-amazon.com/images/I/518jDgHO7DL.jpg,Law Enforcement In The United States,James A. Conser,Law
http://ecx.images-amazon.com/images/I/51wLn0J3-bL.jpg,Kuan Yin Oracle Set,Alana Fairchild,Self-Help
http://ecx.images-amazon.com/images/I/31m5vpdap1L.jpg,Biological Models in Radiopharmaceutical Development (Developments in Nuclear Medicine),R.M. Lambrecht,Medical Books
http://ecx.images-amazon.com/images/I/41qBS5hxjiL.jpg,Indiana: Off the beaten path (Off the Beaten Path Indiana),Bill Thomas,Travel
http://ecx.images-amazon.com/images/I/41dESb94nVL.jpg,For the Love of 2am: Poetry For Insomniacs,Zena A. White,Literature & Fiction
http://ecx.images-amazon.com/images/I/61Nco%2BF3jsL.jpg,In a World of Gods and Goddesses: The Mystic Art of Indra Sharma,James H. Bae,Arts & Photography
http://ecx.images-amazon.com/images/I/51ddN9xBrhL.jpg,Introduction to Psychology,James W. Kalat,"Health, Fitness & Dieting"
http://ecx.images-amazon.com/images/I/51aUxUejLKL.jpg,CLEP Micro & Macro Economics Examinations Essential Study References 2013,ExamREVIEW,Test Preparation
http://ecx.images-amazon.com/images/I/418RA0MCCCL.jpg,An Acre of Glass: A History and Forecast of the Telescope,J. B. Zirker,Science & Math
http://ecx.images-amazon.com/images/I/51-qMt1dInL.jpg,The Miracle of Castel Di Sangro,Joe McGinniss,Biographies & Memoirs
http://ecx.images-amazon.com/images/I/518GSGH06HL.jpg,Tales of King Arthur (Library of Fantasy & Adventure),Felicity Brooks,Children's Books
http://ecx.images-amazon.com/images/I/51LXcIqLB1L.jpg,"Visit the Zoo, vol. VI",Tom Smith,Teen & Young Adult
http://ecx.images-amazon.com/images/I/51e8RG1XGcL.jpg,Asset Building & Community Development,Gary P. (Paul) Green,Business & Money
http://ecx.images-amazon.com/images/I/51ISJZX4GXL.jpg,Highland Harmony: Avelina and Drew (Clan Grant Series) (Volume 8),Keira Montclair,Romance
http://ecx.images-amazon.com/images/I/41uhmxTam-L.jpg,Gems from the Equinox: Instructions by Aleister Crowley for His Own Magical Order,Aleister Crowley,Religion & Spirituality
http://ecx.images-amazon.com/images/I/51PPPPG1W9L.jpg,"Rick Steves' Europe DVD: Germany, the Swiss Alps, and Travel Skills (Rick Steves' Europe)",,Travel
http://ecx.images-amazon.com/images/I/61i-CtSmjZL.jpg,Mast Brothers Chocolate: A Family Cookbook,Rick Mast,"Cookbooks, Food & Wine"
http://ecx.images-amazon.com/images/I/51y9qRT4exL.jpg,Trigger Points (Quickstudy: Academic),Inc. BarCharts,Medical Books
http://ecx.images-amazon.com/images/I/51GynpJFAQL.jpg,Active Birth: The New Approach to Giving Birth Naturally (Non),Janet Balaskas,Parenting & Relationships
http://ecx.images-amazon.com/images/I/41EwHr9af5L.jpg,What's The Deal With Bitcoins?,Ryan Lancelot,Computers & Technology
http://ecx.images-amazon.com/images/I/51pGeuuTZeL.jpg,The Elfrida Goto Trilogy (The Solarian War Saga Books 1-3): Three Full-Length Thrilling Space Opera Novels,Felix R. Savage,Science Fiction & Fantasy
http://ecx.images-amazon.com/images/I/51N9h8%2BvIlL.jpg,Leyte 1944: Return to the Philippines (Campaign),Clayton Chun,History
http://ecx.images-amazon.com/images/I/41pnyAVQMCL.jpg,Never Forget About Me,Joseph Starzyk,Literature & Fiction
http://ecx.images-amazon.com/images/I/51TNPZAFT9L.jpg,The Illustrated Encyclopedia of Camellias,Stirling Macoboy,"Crafts, Hobbies & Home"
http://ecx.images-amazon.com/images/I/51j4m1W1FeL.jpg,Medicina Prehispanica De Mexico/Prehispanic Medicine of Mexico (Spanish Edition),Viesca Trevino,Children's Books
http://ecx.images-amazon.com/images/I/515f1-BG5TL.jpg,Warning: When I Am an Old Woman I Shall Wear Purple,Jenny Joseph,Christian Books & Bibles
